str_id	sound	map	english	chinese	source
str_385054	vo_1_2_15_10_3	hub1	Harmless, huh? Get ready, we got company!	没有危害是吧？准备好，有敌人来了！	sndshd
str_385055	vo_1_2_15_20_1	hub1	Lieutenant, I can force this door open, but it will set off alarms.	中尉，我可以强行打开这扇门，但那样会触发警报。	sndshd
str_385056	vo_1_2_15_20_2	hub1	Can you bypass security?	你能绕过安保系统吗？	sndshd
str_385057	vo_1_2_15_20_3	hub1	Ja, but I will need access to a wiring junction.	Ja，不过我需要接入一处接线箱。	sndshd
str_385058	vo_1_2_15_20_4	hub1	Kane, help Strauss locate a wiring junction. Voss, out.	Kane，帮 Strauss 找一处接线箱。Voss 完毕。	sndshd
str_385059	vo_1_2_15_20_5	hub1	Yes, let us walk around. All by ourselves. I am certain the Strogg won't mind.	好啊，那我们就四处转转嘛。就我们俩。我敢肯定 Strogg 不会介意的。	sndshd
str_385060	vo_1_2_16_10_1	hub1	Ja, this is what I need.	Ja，这正是我需要的。	sndshd
str_385061	vo_1_2_16_20_1	hub1	Mist! What was that?	Mist！刚才那是什么？	sndshd
str_385062	vo_1_2_16_30_1	hub1	That's it! I just need a few minutes.	成了！我只需要几分钟。	sndshd
str_385063	vo_1_2_16_40_1	hub1	I've located the security wiring to Door 2.	我找到通往 2 号门的安保线路了。	sndshd
str_385064	vo_1_2_16_40_2	hub1	I've located the security wiring to Door 1.	我找到通往 1 号门的安保线路了。	sndshd
str_385065	vo_1_2_16_40_3	hub1	Now, I merely switch Door 2 security to look at Door 1.	现在，我只要把 2 号门的安保切换去监视 1 号门就行了。	sndshd
str_385066	vo_1_2_16_40_4	hub1	There, I'm done. Let's get back to the convoy.	好了，完工。我们回车队吧。	sndshd
str_385067	vo_1_2_16_60_1	hub1	All clear. Those repair bots must have warned the Strogg we were here. Kane, open the door 2. If there's anything on the other side, I want Strauss out of harm's way.	安全。一定是那些维修机器人向 Strogg 报了信。Kane，去开 2 号门。万一那边有什么东西，我可不想让 Strauss 涉险。	sndshd
str_385068	vo_1_2_16_80_1	hub1	Let's move it out, convoy. Strauss, stay on this side of the door in case we run into trouble.	车队，出发。Strauss，你留在门这一边，免得我们碰上麻烦。	sndshd
str_385069	vo_1_2_17_10_10	hub1	You're not gonna be able to. I'm sure security locked it.	你打不开的。肯定是安保系统把它锁死了。	sndshd
str_385070	vo_1_2_17_10_8	hub1	The sons of bitches knew we were coming.	这帮混蛋早就知道我们要来。	sndshd
str_385071	vo_1_2_1_109_2	convoy1	Dont sweat it. Kane wont let me die . . . right, ol buddy?	别担心。Kane 不会让我死的……对吧，老伙计？	sndshd
str_385072	vo_1_2_8_100_4	building_b	Take positions! This zone is hot!	各就各位！这里是交战区！	sndshd
str_385073	vo_1_2_8_100_5	building_b	Hey, Kane!	嘿，Kane！	sndshd
str_385074	vo_1_2_8_102_1	building_b	You go ahead and get Newberry to the door they need opened.	你先走，把 Newberry 带到那扇要开的门那儿去。	sndshd
str_385075	vo_1_2_8_102_2	building_b	Don't worry about us. We're stayin' right here.	别担心我们，我们就守在这儿。	sndshd
str_385076	vo_1_2_8_102_3	building_b	Really, kid. Get going.	真的，小子，快走吧。	sndshd
str_385077	vo_1_2_8_15_1	building_b	Rhino Squad, huh? You guys are supposed to be pretty badass.	犀牛小队？听说你们都是狠角色。	sndshd
str_385078	vo_1_2_8_15_2	building_b	Yeah, did Rhino really save Austin, back when the Strogg attacked Earth?	{puzzled}对了，当年 Strogg 打地球的时候，奥斯汀真是犀牛小队救下来的？	sndshd
str_385079	vo_1_2_8_30_1	building_b	Just got orders from Lt.Voss. We're accompanying you to Sub-Entrance 1.	刚接到 Voss 中尉的命令。我们陪你一起去 1 号副入口。	sndshd
str_385080	vo_1_2_8_30_2	building_b	About damn time we get to frag some squibs.	妈的，可算能宰几个杂碎了。	sndshd
str_385081	vo_1_2_8_30_5	building_b	Okay, Strauss. Open the door.	好了，Strauss，开门吧。	sndshd
str_385082	vo_1_2_8_31_1	building_b	Let's get a move on. We're in Strogg territory.	抓紧走吧，这里可是 Strogg 的地盘。	sndshd
str_385083	vo_1_2_8_31_2	building_b	Come on. We've got orders to get to Sub-entrance 1.	走吧。我们奉命前往 1 号副入口。	sndshd
str_385084	vo_1_2_8_31_3	building_b	Let's go. Those engineers in Sub-Entrance 1 are waiting for us.	出发。1 号副入口的工程兵还等着我们呢。	sndshd
str_385085	vo_1_2_8_32_1	building_b	Stay quiet or the Strogg will hear us.	保持安静，不然会被 Strogg 听见。	sndshd
str_385086	vo_1_2_8_32_2	building_b	Let's get down to Sub-entrance 1 pronto.	麻利点，赶紧下到 1 号副入口去。	sndshd
str_385087	vo_1_2_8_32_3	building_b	We got our orders. Keep moving toward Sub-entrance 1.	命令已经下了。继续朝 1 号副入口前进。	sndshd
str_385088	vo_1_2_8_40_1	building_b	Hit that console and get the elevator up here now!	快按那个控制台，把电梯升上来！	sndshd
str_385089	vo_1_2_8_50_1	building_b	Damn. It's locked. Strauss, can you open this door?	该死，锁住了。Strauss，这扇门你能打开吗？	sndshd
str_385090	vo_1_2_8_51_1	building_b	This door's open. Let's go.	这扇门开了，走。	sndshd
str_385091	vo_1_2_9_42_1	building_b	Shit, did you see that? I thought I was dead meat.	{scared}妈的，你看见没？{idle}我还以为自己死定了。	sndshd
str_385092	vo_1_2_9_42_2	building_b	The squibs are tryin' to psyche us out - and it's starting to work.	那帮杂碎想吓垮我们——而且还真开始起作用了。	sndshd
str_385093	vo_1_2_9_42_3	building_b	You can't take three steps around here without checkin' over your shoulder.	在这地方走三步就得回头看一眼。	sndshd
str_385094	vo_1_2_9_53_1	building_b	This hit and run bullshit by the freaks is getting to be real annoying.	这帮怪胎打了就跑的把戏，真是越来越烦人了。	sndshd
str_385095	vo_3_1_2_100_1	storage	Just when I think the Strogg can't sink any lower I see shit like this.	每次我以为 Strogg 已经烂到底了，就会看见这种玩意儿。	sndshd
str_385096	vo_3_1_2_110_1	storage	Is this what the Strogg have planned for all of us if they take over the Earth?	要是 Strogg 占领了地球，这就是他们给我们所有人准备的下场吗？	sndshd
str_385097	vo_3_1_2_120_1	storage	Why? Why would the Strogg do this?	为什么？Strogg 为什么要干出这种事？	sndshd
str_385098	vo_3_1_2_160_2	storage	Something about that gives me the creeps. Don't touch it.	那东西看着就让我发毛。别碰。	sndshd
str_385099	vo_3_1_2_190_1	storage	Wish all our missions were this easy. Hey, what's that?	要是每次任务都这么轻松就好了。嘿，那是什么？	sndshd
str_385100	vo_3_1_2_85_1	storage	I know a little about Strogg weaponry. Mind if I take a look at your rail gun?	我对 Strogg 的武器略知一二。介意我看看你的轨道炮吗？	sndshd
str_385101	vo_3_1_2_85_2	storage	I just upped the field output by 300%. Now that rail gun is gonna really kick ass.  You'll be able to shoot straight through guys.	我刚把力场输出调高了 300%。现在这把轨道炮可真有得瞧了——你能一枪把那些家伙打个对穿。	sndshd
str_385102	vo_3_2_9_30_10	monster_makron	laugh	哈哈哈哈……	sndshd
str_385103	vo_3_2_9_30_9	monster_makron	laugh	哈哈哈哈……	sndshd
str_385104	vo_9_10_130_1_h	persona	Thanks, Marine. I would have died.	谢了，弟兄。差点就没命了。	sndshd
str_385105	vo_9_10_130_2_h	persona	I should have seen that one comin'.	我早该防着那一手的。	sndshd
str_385106	vo_9_10_130_3_h	persona	Thanks for the assistance. He had me dead in his sights.	多谢支援。刚才它已经死死瞄住我了。	sndshd
str_385107	vo_9_10_140_1_h	persona	Nice job, soldier!	干得好，士兵！	sndshd
str_385108	vo_9_10_140_2_h	persona	Way to go!	就是这样！	sndshd
str_385109	vo_9_10_140_3_h	persona	Good shot, Marine!	好枪法，弟兄！	sndshd
str_385110	vo_9_10_140_4_h	persona	Keep it up, soldier!	保持下去，士兵！	sndshd
str_385111	vo_9_10_140_5_h	persona	You're gettin' good at this!	你越打越顺手了！	sndshd
str_385112	vo_9_10_140_6_h	persona	All right! Good one.	不错！这下漂亮。	sndshd
str_385113	vo_9_10_140_7_h	persona	Ha, ha! Nice shot!	哈哈！好枪法！	sndshd
str_385114	vo_9_10_140_8_h	persona	Rip 'em up, Marine!	把他们撕碎，弟兄！	sndshd
str_385115	vo_9_10_150_1_h	persona	Check your targets!	{furrow}看清目标再打！	sndshd
str_385116	vo_9_10_150_2_h	persona	Dammit, you just hit me!	{furrow}该死，你打到我了！	sndshd
str_385117	vo_9_10_150_3_h	persona	Watch the friendly fire!	{furrow}注意别误伤自己人！	sndshd
str_385118	vo_9_10_150_4_h	persona	Soldier, who's side are you on?	{furrow}士兵，你到底站哪边的？	sndshd
str_385119	vo_9_10_150_5_h	persona	Check your fire!	{furrow}管好你的火力！	sndshd
str_385120	vo_9_10_160_1_h	persona	Do you know you just killed a Marine?	{furrow}你知道你刚杀了一名陆战队员吗？	sndshd
str_385121	vo_9_10_160_2_h	persona	You just fragged someone on our side!	{furrow}你刚干掉了一个自己人！	sndshd
str_385122	vo_9_10_160_3_h	persona	Stop shooting at soldiers!	{furrow}别再朝自己的士兵开枪了！	sndshd
str_385123	vo_9_10_200_1_h	persona	Look behind you!	看你身后！	sndshd
str_385124	vo_9_10_200_2_h	persona	In back of you!	就在你背后！	sndshd
str_385125	vo_9_10_200_3_h	persona	Behind you!	小心背后！	sndshd
str_385126	vo_9_10_210_1_h	persona	Strogg to the left side!	左边有 Strogg！	sndshd
str_385127	vo_9_10_210_2_h	persona	Look left!	看左边！	sndshd
str_385128	vo_9_10_210_3_h	persona	Target on your left!	目标在你左侧！	sndshd
str_385129	vo_9_10_220_1_h	persona	Strogg to the right!	右边有 Strogg！	sndshd
str_385130	vo_9_10_220_2_h	persona	They're flanking right!	他们在从右翼包抄！	sndshd
str_385131	vo_9_10_230_1_h	persona	There's Strogg up there!	上面有 Strogg！	sndshd
str_385132	vo_9_10_230_2_h	persona	Enemy's above us!	敌人在上面！	sndshd
str_385133	vo_9_10_230_3_h	persona	Look up above!	看上面！	sndshd
str_385134	vo_9_10_240_1_h	persona	This Strogg's mine!	这个 Strogg 归我！	sndshd
str_385135	vo_9_10_240_2_h	persona	Got a squib over here!	这边有个杂碎！	sndshd
str_385136	vo_9_10_240_3_h	persona	Time to die!	受死吧！	sndshd
str_385137	vo_9_10_240_4_h	persona	Bring it on, Strogg!	放马过来，Strogg！	sndshd
str_385138	vo_9_10_240_5_h	persona	I'm ready for ya!	我等着你呢！	sndshd
str_385139	vo_9_10_240_6_h	persona	Target acquired!	锁定目标！	sndshd
str_385140	vo_9_10_250_1_h	persona	Did you want something soldier?	有事吗，士兵？	sndshd
str_385141	vo_9_10_250_2_h	persona	Haven't you got something better to do?	你就没点正事可干吗？	sndshd
str_385142	vo_9_10_250_3_h	persona	You better move along.	你最好赶紧走开。	sndshd
str_385143	vo_9_10_260_1_h	persona	(pain grunt)	（受伤音）	sndshd
str_385144	vo_9_10_260_2_h	persona	(pain grunt)	（受伤音）	sndshd
str_385145	vo_9_10_260_3_h	persona	(pain grunt)	（受伤音）	sndshd
str_385146	vo_9_10_260_4_h	persona	(pain grunt)	（受伤音）	sndshd
str_385147	vo_9_10_270_1_h	persona	(death yell)	（死亡音）	sndshd
str_385148	vo_9_10_270_2_h	persona	(death yell)	（死亡音）	sndshd
str_385149	vo_9_10_270_3_h	persona	(death yell)	（死亡音）	sndshd
str_385150	vo_9_10_290_1_h	persona	Hold up, Marine. I'm a medic.	站住别动，弟兄。我是医疗兵。	sndshd
str_385151	vo_9_10_290_2_h	persona	Stay right there. I'll give you a medpack.	待在原地。我给你上个医疗包。	sndshd
str_385152	vo_9_10_290_3_h	persona	Don't move from there. I'll heal you.	别乱动，我来给你治疗。	sndshd
str_385153	vo_9_10_300_1_h	persona	Stay there, Kane. I'm a medic!	待在那儿，Kane。我是医疗兵！	sndshd
str_385154	vo_9_10_300_2_h	persona	Don't move from there, Kane. I'll fix you up.	别动，Kane。我来给你包扎。	sndshd
str_385155	vo_9_10_300_3_h	persona	I'm comin' over to patch you up, Kane.	我这就过来给你包扎，Kane。	sndshd
str_385156	vo_9_10_300_4_h	persona	Kane, I'm a medic! Stay right where you are!	Kane，我是医疗兵！待在原地别动！	sndshd
str_385157	vo_9_10_30_1_h	persona	Sorry. Can't talk right now.	抱歉，现在没空说话。	sndshd
str_385158	vo_9_10_30_2_h	persona	I can't talk right now.	{furrow}我现在没空说话。	sndshd
str_385159	vo_9_10_310_1_h	persona	Stop movin' around.	别乱动了。	sndshd
str_385160	vo_9_10_310_2_h	persona	This won't hurt.	不会疼的。	sndshd
str_385161	vo_9_10_310_3_h	persona	Stop fidgetin'!	别扭来扭去的！	sndshd
str_385162	vo_9_10_310_4_h	persona	I only need a couple of seconds to patch you up.	给我几秒钟就能把你包扎好。	sndshd
str_385163	vo_9_10_310_5_h	persona	Dammit, hold still.	该死，别动。	sndshd
str_385164	vo_9_10_320_1_h	persona	All done. Go give 'em hell. Marine.	搞定。去让他们好看吧，弟兄。	sndshd
str_385165	vo_9_10_320_2_h	persona	There, you're fixed.	好了，治好了。	sndshd
str_385166	vo_9_10_320_3_h	persona	Finished! Now go kill some Strogg.	完事了！去多杀几个 Strogg 吧。	sndshd
str_385167	vo_9_10_320_4_h	persona	That's it. Get goin'!	就这样。走吧！	sndshd
str_385168	vo_9_10_360_1_h	persona	Wait there, Kane. Ill fix your armor.	在那儿等着，Kane。我来修你的护甲。	sndshd
str_385169	vo_9_10_360_2_h	persona	Hold up a second, Kane. I can repair your body armor.	稍等一下，Kane。我能修好你的护甲。	sndshd
str_385170	vo_9_10_360_3_h	persona	If you wait there, I can fix your armor, Corporal Kane.	你在那儿等着，我就能给你修护甲，Kane 下士。	sndshd
str_385171	vo_9_10_370_1_h	persona	Hold still while I fix this for you.	我给你修的时候别乱动。	sndshd
str_385172	vo_9_10_370_2_h	persona	If you stop moving, Ill fix your body armor.	你停下别动，我就帮你修好护甲。	sndshd
str_385173	vo_9_10_370_3_h	persona	Stop moving around while I repair your armor.	我修护甲的时候你别来回晃。	sndshd
str_385174	vo_9_10_380_1_h	persona	Go on. Ive done all I can.	去吧，我能做的都做了。	sndshd
str_385175	vo_9_10_380_2_h	persona	There you are. Get back in the battle.	好了，回去接着打吧。	sndshd
str_385176	vo_9_10_380_3_h	persona	Thats it. Im done. 	好了，弄完了。	sndshd
str_385177	vo_9_10_80_1_h	persona	Man down!	有人中弹！	sndshd
str_385178	vo_9_10_80_2_h	persona	There's a casualty here!	这边有人伤亡！	sndshd
str_385179	vo_9_10_80_3_h	persona	Marine down!	有队员倒下了！	sndshd
str_385180	vo_9_10_80_4_h	persona	There's a soldier down here!	这儿有个士兵倒下了！	sndshd
str_385181	vo_9_10_90_1_h	persona	Got 'em!	干掉了！	sndshd
str_385182	vo_9_10_90_2_h	persona	That one was mine!	那个算我的！	sndshd
str_385183	vo_9_10_90_3_h	persona	Yeah!	爽！	sndshd
str_385184	vo_9_10_90_4_h	persona	Ha ha haaaa!	哈哈哈——！	sndshd
str_385185	vo_9_10_90_5_h	persona	One Marine's worth ten of you Strogg!	一个陆战队员顶你们十个 Strogg！	sndshd
str_385186	vo_9_10_90_6_h	persona	Didn't expect that, did ya?	没想到吧，啊？	sndshd
str_385187	vo_9_10_90_7_h	persona	Who's next?	下一个是谁？	sndshd
str_385188	vo_9_10_90_8_h	persona	Sleep tight, squib.	睡个好觉吧，杂碎。	sndshd
str_385189	vo_9_11_130_1_h	persona	Thanks, soldier. You saved my hide.	谢了，士兵。你救了我一条命。	sndshd
str_385190	vo_9_11_130_2_h	persona	Another second and that Strogg woulda killed me. Thanks.	再晚一秒，那 Strogg 就把我干掉了。多谢。	sndshd
str_385191	vo_9_11_130_3_h	persona	Thanks for the assist, Corporal.	多谢帮忙，下士。	sndshd
str_385192	vo_9_11_140_1_h	persona	Yes! That's what I like to see!	好！我就爱看这个！	sndshd
str_385193	vo_9_11_140_2_h	persona	Good one!	漂亮！	sndshd
str_385194	vo_9_11_140_3_h	persona	That was a beautiful shot!	这一枪太漂亮了！	sndshd
str_385195	vo_9_11_140_4_h	persona	Keep tearin' 'em up!	接着把他们撕碎！	sndshd
str_385196	vo_9_11_140_5_h	persona	Nice!	漂亮！	sndshd
str_385197	vo_9_11_140_6_h	persona	Well done, Marine!	干得好，弟兄！	sndshd
str_385198	vo_9_11_140_7_h	persona	Ha ha! He's not getting' up again!	哈哈！他再也爬不起来了！	sndshd
str_385199	vo_9_11_140_8_h	persona	You nailed him!	你一枪撂倒他了！	sndshd
str_385200	vo_9_11_150_1_h	persona	Check your fire, soldier!	{furrow}管好你的火力，士兵！	sndshd
str_385201	vo_9_11_150_2_h	persona	You just shot me!	{furrow}你刚打中我了！	sndshd
str_385202	vo_9_11_150_3_h	persona	Confirm your target before pulling that trigger!	{furrow}扣扳机前先确认目标！	sndshd
str_385203	vo_9_11_150_4_h	persona	Point that weapon away from me!	{furrow}把枪口从我身上挪开！	sndshd
str_385204	vo_9_11_150_5_h	persona	Are you fully trained in the operation of that weapon, soldier?	{furrow}你那把枪的操作训练合格了吗，士兵？	sndshd
str_385205	vo_9_11_160_1_h	persona	You just iced a Marine!	{furrow}你刚干掉了一名陆战队员！	sndshd
str_385206	vo_9_11_160_2_h	persona	What the hell are you doing shooting one of us?	{furrow}你他妈怎么朝自己人开枪？	sndshd
str_385207	vo_9_11_160_3_h	persona	Stop killing our soldiers!	{furrow}别再残杀自己的士兵了！	sndshd
str_385208	vo_9_11_200_1_h	persona	Turn around!	转身！	sndshd
str_385209	vo_9_11_200_2_h	persona	Enemy to the rear!	后方有敌人！	sndshd
str_385210	vo_9_11_200_3_h	persona	There's Strogg at your back!	你背后有 Strogg！	sndshd
str_385211	vo_9_11_210_1_h	persona	They're flanking left!	他们在从左翼包抄！	sndshd
str_385212	vo_9_11_210_2_h	persona	Keep an eye to the left!	留神左边！	sndshd
str_385213	vo_9_11_210_3_h	persona	They're on your left!	他们在你左边！	sndshd
str_385214	vo_9_11_220_1_h	persona	We've got hostiles to the right!	右边有敌人！	sndshd
str_385215	vo_9_11_220_2_h	persona	Squib on the right!	右边有杂碎！	sndshd
str_385216	vo_9_11_230_1_h	persona	There's Strogg up top!	顶上有 Strogg！	sndshd
str_385217	vo_9_11_230_2_h	persona	Up above!	在上面！	sndshd
str_385218	vo_9_11_230_3_h	persona	I've got a contact above us!	上方发现敌情！	sndshd
str_385219	vo_9_11_240_1_h	persona	Got a Strogg right here!	这儿就有个 Strogg！	sndshd
str_385220	vo_9_11_240_2_h	persona	Gimme your best, squib!	使出你的绝活来，杂碎！	sndshd
str_385221	vo_9_11_240_3_h	persona	Feeling strong, freak?	觉得自己挺能打是吧，怪胎？	sndshd
str_385222	vo_9_11_240_4_h	persona	You're in the wrong place, squib!	你来错地方了，杂碎！	sndshd
str_385223	vo_9_11_240_5_h	persona	You've had it, squib!	你完蛋了，杂碎！	sndshd
str_385224	vo_9_11_240_6_h	persona	Just you and me, Strogg!	咱俩单挑，Strogg！	sndshd
str_385225	vo_9_11_250_1_h	persona	Something troubling you, Marine?	有什么心事吗，大兵？	sndshd
str_385226	vo_9_11_260_1_h	persona	(pain grunt)	（受伤音）	sndshd
str_385227	vo_9_11_260_2_h	persona	(pain grunt)	（受伤音）	sndshd
str_385228	vo_9_11_260_3_h	persona	(pain grunt)	（受伤音）	sndshd
str_385229	vo_9_11_260_4_h	persona	(pain grunt)	（受伤音）	sndshd
str_385230	vo_9_11_270_1_h	persona	(death yell)	（死亡音）	sndshd
str_385231	vo_9_11_270_2_h	persona	(death yell)	（死亡音）	sndshd
str_385232	vo_9_11_270_3_h	persona	(death yell)	（死亡音）	sndshd
str_385233	vo_9_11_290_1_h	persona	Soldier, stay there! I'll fix you up.	士兵，待在那儿！我来给你包扎。	sndshd
str_385234	vo_9_11_290_2_h	persona	Don't move, Marine! You're hurt!	别动，弟兄！你受伤了！	sndshd
str_385235	vo_9_11_290_3_h	persona	Stay down! I'm a medic!	趴着别动！我是医疗兵！	sndshd
str_385236	vo_9_11_300_1_h	persona	Kane, hold up! Let me give you a medkit!	Kane，停一下！让我给你上个医疗包！	sndshd
