str_id	sound	map	english	chinese	source
str_380040	vo_1_1_7_0002	building_b	This is Pestilence Convoy, grid is down.	这里是瘟疫车队，防御网已瘫痪。	sndshd
str_380041	vo_1_1_7_0003	building_b	This is War. The Defense Grid is fully deactivated.	这里是战争车队。防御网已完全瘫痪。	sndshd
str_380042	vo_1_1_7_0004	building_b	Shit! We've been spotted by Strogg fliers! They're coming in for a...	妈的！我们被 Strogg 飞行器发现了！他们正俯冲过来准备……	sndshd
str_380043	vo_1_1_7_0005	building_b	War. Come in. War, please respond.	战争车队，请回话。战争车队，请回答。	sndshd
str_380044	vo_1_1_7_0006	building_b	Kane, we're movin' out before the Strogg finds our convoy. We've left a hover tank for you. Grab it and you'll be able to rendezvous with us in no time. Bidwell, out.	Kane，趁 Strogg 还没发现车队，我们先出发了。给你留了一辆悬浮坦克。开上它，你很快就能跟我们会合。Bidwell，完毕。	sndshd
str_380045	vo_1_2_8_100_1	building_b	Hang on, we got Strogg moving in for the kill!	坚持住，Strogg 正扑上来下杀手！	sndshd
str_380046	vo_1_2_8_100_2	building_b	Ramming speed!	全速撞过去！	sndshd
str_380047	vo_1_2_8_100_3	building_b	Keep back! We're coming in fast!	退后！我们要高速冲进来了！	sndshd
str_380048	vo_1_2_8_100_6	building_b	You must be my escort. Nice of you to show up. Take me back to the door they want opened.	你就是护送我的人吧。可算露面了。带我回他们要打开的那扇门那儿。	sndshd
str_380049	vo_1_2_8_20_2	building_b	Rodger that.	收到。	sndshd
str_380050	vo_1_2_8_30_6	building_b	I will be locking the door behind you.	你过去之后，我会把门锁上。	sndshd
str_380051	vo_1_2_8_61_1	building_b	Kane, what's the hold up? It's imperative you get to Sub-Entrance 1 ASAP.	Kane，还磨蹭什么？你必须尽快赶到 1 号副入口，刻不容缓。	sndshd
str_380052	vo_1_2_8_70_1	building_b	To continue you must find the console that manually primes the door to sub-entrance 2..	要继续前进，你必须找到能手动预激活 2 号副入口大门的控制台。	sndshd
str_380053	vo_1_2_8_70_2	building_b	Very good. Now activating the door.	很好。正在启动大门。	sndshd
str_380054	vo_1_2_8_80_1	building_b	Just got word the Engineering team has seen Strogg in their vicinity. Step it up, Kane.	刚收到消息，工程队在他们附近发现了 Strogg。加快脚步，Kane。	sndshd
str_380055	vo_1_2_8_90_1	building_b	Yes, I see where you are - I cannot open that door from here. Find the console that allows you to manually prime it.	好，我看到你的位置了——那扇门我没法从这边打开。去找那台能让你手动预激活它的控制台。	sndshd
str_380056	vo_1_2_8_90_2	building_b	Ah, much better.	啊，这就好多了。	sndshd
str_380057	vo_3_2_1_10_1	core1	Corporal Kane, can you hear me? Hopefully the shielding around the Core will not completely block my signal.	Kane 下士，能听到我吗？但愿核心周围的屏蔽层不会把我的信号完全隔断。	sndshd
str_380058	vo_3_2_1_10_6	core1	Remember your primary goal is to locate and destroy the Nexus. That will disable the Strogg communication network.	记住，你的首要目标是找到并摧毁 Nexus。那将使 Strogg 的通讯网络陷入瘫痪。	sndshd
str_380059	vo_3_2_1_40_1	core1	I must admit to being envious of you, Corporal Kane. The technology you are witnessing must be truly spectacular.	我得承认我很羡慕你，Kane 下士。你正亲眼目睹的科技，想必蔚为壮观。	sndshd
str_380060	vo_3_2_9_10_1	core2	You are about to enter the room that houses the Nexus, Corporal Kane. Watch yourself, no doubt it will be heavily guarded.	你马上就要进入安置 Nexus 的房间了，Kane 下士。当心，那里毫无疑问守卫森严。	sndshd
str_380061	vo_3_2_9_20_1	core2	You did it, Kane! You are now looking at a sight only the Makron has ever laid eyes on. The Nexus is the backbone of the Strogg war machine. Destroy it, and you save Earth.	你做到了，Kane！你现在看到的景象，只有 Makron 曾亲眼见过。Nexus 是 Strogg 战争机器的支柱。摧毁它，就能拯救地球。	sndshd
str_380062	vo_2_2_3_25_1	dispersal	To any Marines... Head to the Waste Facility. Just outside is your extraction point.	致所有陆战队员……前往废料处理厂。撤离点就在厂区外面。	sndshd
str_380063	vo_1_1_5_100_1	hangar1	Viper Squad, this is Morris. HQ�s finally located a demolitionist for the hangars. He should be there soon.	毒蛇小队，我是 Morris。总部总算找到了负责机库的爆破手。他应该很快就到。	sndshd
str_380064	vo_1_1_5_120_1	hangar2	The demolitionist is waiting for the all clear before advancing.	爆破手正在等待安全确认信号，之后才会推进。	sndshd
str_380065	vo_1_1_5_140_1	hangar2	Kane, this is Morris. The demolitionist should be near the top of the elevator.	Kane，我是 Morris。爆破手应该就在电梯顶部附近。	sndshd
str_380066	vo_1_1_5_150_4	hangar2	Rhodes, if you're done with Viper squad, send 'em on down to my position.	Rhodes，如果毒蛇小队那边的事办完了，就让他们下来到我这个位置。	sndshd
str_380067	vo_1_1_6_70_2	hangar2	Detonation in 3... 2... 1	起爆倒计时 3……2……1	sndshd
str_380068	vo_1_1_6_80_1	hangar2	Hey, Rhodes. If you kids are done playin' around, why don't you send Kane down my way? Voss wants us back at the air defense cannon on the double.	嘿，Rhodes。你们这帮小子要是玩够了，就把 Kane 打发到我这儿来怎么样？Voss 要我们立刻回防空炮那边。	sndshd
str_380069	vo_1_1_6_80_3	hangar2	Sorry, big boy. Voss wants you to stay put. Another team may need your services. Morris, out.	抱歉了，大个子。Voss 要你原地待命。别的队伍可能还需要你帮忙。Morris，完毕。	sndshd
str_380070	vo_1_2_14_10_1	hub1	All right, Marines. Listen up. The Strogg have taken out the other convoys, we're all that's left. This mission's too big for any screw-ups. No one take any chances, no one try to be the hero. Voss out.	好了，陆战队员们，都听好。Strogg 干掉了其他车队，就剩我们了。这次任务太重大，容不得半点差错。谁都别冒险，谁都别逞英雄。Voss 完毕。	sndshd
str_380071	vo_1_2_14_72_5	hub1	You�ll be fine, Strauss. Kane, get out here on the double. Voss, out.	你不会有事的，Strauss。Kane，马上出来，动作快。Voss，完毕。	sndshd
str_380072	vo_1_2_16_120_1	hub1	Good job. The forcefield's down, Kane. Return to the squad immediately.	干得好。力场已经解除，Kane。立刻归队。	sndshd
str_380073	vo_1_2_17_10_13	hub1	Yes, sir.	是，长官。	sndshd
str_380074	vo_1_2_17_10_7	hub1	Lieutenant Voss, this is Strauss. What has happened?	Voss 中尉，我是 Strauss。发生什么事了？	sndshd
str_380075	vo_1_2_18_10_3	hub1	Ja. But it means I have to go directly to the Tetranode.	Ja。不过这就意味着我必须直接前往 四元节点。	sndshd
str_380076	vo_1_2_18_10_5	hub1	If my memory of the building schematics is correct, Kane must take a crawlway out. I will meet him at the other end.	如果我对建筑图纸的记忆没错，Kane 必须从一条爬行通道出去。我会在通道另一头接应他。	sndshd
str_380077	vo_1_2_18_20_1	hub2	Corporal Kane, this is Strauss. I am in great danger. Rendezvous with me immediately!	Kane 下士，我是 Strauss。我处境非常危险。立刻来和我会合！	sndshd
str_380078	vo_1_2_20_30_1	hub2	The area you are in stretches between all facilities in this complex.	你所在的这片区域，在这座建筑群的各个设施之间延伸贯通。	sndshd
str_380079	vo_1_2_20_40_1	hub2	Nearby is a maintenance platform. Get onboard.	附近有一座维修平台。登上去。	sndshd
str_380080	vo_1_2_22_20_1	hub2	There should be a console in the center of the room, Corporal Kane. Activate that and the coolant pumps will shut down. In a matter of minutes, the Tetranode will overheat and destroy itself. And this will render the Nexus useless to the Strogg.	房间中央应该有一台控制台，Kane 下士。启动它，冷却泵就会停止运转。几分钟之内，四元节点 就会过热自毁。这样一来，Nexus 对 Strogg 就毫无用处了。	sndshd
str_380081	vo_1_2_22_30_1	hub2	Ah, excellent. Corporal Kane, the Tertanode will soon be destroyed and the Nexus will become inoperative.	啊，太好了。Kane 下士，四元节点 很快就会被摧毁，Nexus 也将随之停摆。	sndshd
str_380082	vo_1_2_22_40_1	hub2	Corporal Kane, this is Strauss. I have detected a tremendously large life form in your vicinity. You must get out of there quickly.	Kane 下士，我是 Strauss。我在你附近探测到一个极其庞大的生命体。你必须赶快离开那里。	sndshd
str_380083	vo_1_2_22_40_2	hub2	Kane... It can't be! ... It's the Makron!!	Kane……不可能！……是 Makron！！	sndshd
str_380084	vo_1_2_22_40_3	hub2	Get out of there, Kane! Get out!! Suddenly a loud thud can be heard over the comlink.	快离开那里，Kane！快出去！！突然，通讯频道里传来一声巨响。	sndshd
str_380085	vo_1_2_22_40_4	hub2	... who is there?	……谁在那里？	sndshd
str_380086	vo_1_1_11_100_2	mcc_1	Flooding chamber with trichlorite and septazine. After a few seconds.	正在向舱内注入三氯酸盐和七氮嗪。几秒钟后。	sndshd
str_380087	vo_1_1_11_100_3	mcc_1	Chamber at maximum saturation.	舱内已达到最大饱和度。	sndshd
str_380088	vo_1_1_11_100_4	mcc_1	Purging chamber.	正在排空舱室。	sndshd
str_380089	vo_1_1_11_100_5	mcc_1	Decontamination cycle complete.	消毒流程完成。	sndshd
str_380090	vo_1_1_11_360_2	mcc_1	But a Strogg unit is headed directly for Cougar squad.	但有一支 Strogg 部队正直扑美洲狮小队。	sndshd
str_380091	vo_1_1_11_360_4	mcc_1	Then they're all dead men. Richards out.	那他们就死定了。Richards 完毕。	sndshd
str_380092	vo_2_2_10_253_0	mcc_2	Kane, I would remind you the existence of all humanity rests on your shoulders - but I wouldn't want you to feel any pressure. So all I will say, is don't get yourself killed, my friend.	Kane，我本该提醒你，全人类的存亡都系于你一身——不过我可不想给你压力。所以我只说一句：别把自己弄死了，我的朋友。	sndshd
str_380093	vo_2_2_10_253_1	mcc_2	Good luck, sir. Automated navigation will take you right to the Data Storage Terminal. Have a safe flight.	祝你好运，长官。自动导航会把你直接送到数据存储终端。祝飞行顺利。	sndshd
str_380094	vo_2_2_10_254_1	mcc_2	My turret�s been hit . . . aaaah, I'm on fire. Heeeelp meeee!	我的炮塔被击中了……啊啊，我着火了。救救我——！	sndshd
str_380095	vo_2_2_10_255_1	mcc_2	Harvesters approaching on the left flank.  We need walkers over there ASAP!	收割者正从左翼逼近。马上派步行机甲过去支援！	sndshd
str_380096	vo_2_2_10_256_1	mcc_2	Walker Bison 5 is on fire!  Get Banks out of there!	野牛 5 号步行机甲着火了！快把 Banks 救出来！	sndshd
str_380097	vo_2_2_10_257_1	mcc_2	HQ, this Bison commander. Get us some air support right now or we�re all dead men.	总部，我是野牛小队指挥官。立刻给我们空中支援，不然我们全都得死。	sndshd
str_380098	vo_2_2_10_258_1	mcc_2	Badger squad, this is HQ. Set up a defensive position at coordinates 43,82. Render assistance to Bison squad.	猛獾小队，这里是总部。在坐标 43, 82 建立防御阵地，支援野牛小队。	sndshd
str_380099	vo_2_2_10_258_2	mcc_2	Roger that, HQ. Advancing to coordinates 43, 82.	收到，总部。正在向坐标 43, 82 推进。	sndshd
str_380100	vo_2_2_10_259_1	mcc_2	Where the hell is that air support?	该死的空中支援到底在哪儿？	sndshd
str_380101	vo_2_2_10_259_2	mcc_2	ETA is 3 minutes.	预计 3 分钟后到达。	sndshd
str_380102	vo_2_2_10_259_3	mcc_2	We aren�t gonna last that long.	我们撑不了那么久。	sndshd
str_380103	vo_2_2_10_260_1	mcc_2	Another Strogg transport just landed! Where the hell are they all coming from?	又一架 Strogg 运输机降落了！这些家伙到底是从哪儿冒出来的？	sndshd
str_380104	vo_2_2_10_261_1	mcc_2	Strogg flyers approaching at 3 O�clock.	Strogg 飞行器正从 3 点钟方向接近。	sndshd
str_380105	vo_2_2_10_261_2	mcc_2	I�m on �em.	我来收拾他们。	sndshd
str_380106	vo_2_2_10_262_1	mcc_2	Damn!  They just keep coming.	该死！他们源源不断地冲过来。	sndshd
str_380107	vo_2_2_10_262_2	mcc_2	Aaahhhh!  Yeah! Take that you freaking Squibs!	啊——！爽！吃我这招，你们这帮该死的杂碎！	sndshd
str_380108	vo_2_2_10_262_3	mcc_2	They�re trying to take engineering!	他们想夺取轮机舱！	sndshd
str_380109	vo_2_2_10_262_4	mcc_2	They�re all over the place!  I can�t stop them!	到处都是他们！我拦不住了！	sndshd
str_380110	vo_2_2_10_262_5	mcc_2	There�s too many!  There�s just too damn many!	太多了！他妈的实在太多了！	sndshd
str_380111	vo_2_2_10_263_1	mcc_2	Crap. I can�t get a lock on the flyers. They�re comin� in too low!	该死，我没法锁定那些飞行器。他们飞得太低了！	sndshd
str_380112	vo_2_2_10_263_2	mcc_2	Forget the damn computer. Target them visually.	别管那破电脑了。用肉眼瞄准。	sndshd
str_380113	vo_2_2_19_120_1	mcc_2	We have Strogg boarding parties on decks 2 and 3!	2 号和 3 号甲板出现 Strogg 登舰部队！	sndshd
str_380114	vo_2_2_19_140_1	mcc_2	Security, report to hangar, deck 2. Strogg boarding parties have been reported.	警卫组，前往 2 号甲板机库报到。据报告发现 Strogg 登舰部队。	sndshd
str_380115	vo_2_2_20_310_1	mcc_2	Welcome, Corporal Matthew Kane. Navigation online.	欢迎，Matthew Kane 下士。导航系统已上线。	sndshd
str_380116	vo_2_2_20_310_2	mcc_2	Engine prep cycle complete.	引擎预热流程完成。	sndshd
str_380117	vo_2_2_20_310_3	mcc_2	Prepare for launch.	准备发射。	sndshd
str_380118	vo_2_2_20_310_4	mcc_2	5... 4... 3... 2... 1	5……4……3……2……1	sndshd
str_380119	vo_1_1_7_100_1	mcc_landing	Kane, this is Morris. I'm not getting any younger. Get a move on.	Kane，我是 Morris。再等下去我都要老了。快点行动。	sndshd
str_380120	vo_1_1_7_10_1	mcc_landing	Research team Owl has arrived at the hangars and begun deploying equipment.	猫头鹰研究小组已抵达机库，开始部署设备。	sndshd
str_380121	vo_1_1_7_120_1	mcc_landing	Kane, I'm getting tired of coolin' my heels. Get down here before I leave without you!	Kane，我等得都不耐烦了。快下来，不然我可就丢下你先走了！	sndshd
str_380122	vo_1_1_7_20_1	mcc_landing	Look! We've got fliers to study!	快看！有飞行器可以研究了！	sndshd
str_380123	vo_1_1_7_50_1	mcc_landing	Kane, this is Morris. Where the hell are you? Get down here quick - we've got a war to win, remember?	Kane，我是 Morris。你到底在哪儿？快点下来——别忘了，我们还有一场仗要打赢呢。	sndshd
str_380124	vo_1_2_10_20_1	mcc_landing	The Hannibal is passing through the mesosphere. Heat shield is fully operational.	汉尼拔号正在穿越中间层。隔热罩运转完全正常。	sndshd
str_380125	vo_1_2_10_30_1	mcc_landing	Now passing through the stratosphere. Breaking procedure has begun.	正在穿越平流层。减速程序已启动。	sndshd
str_380126	vo_1_2_10_40_1	mcc_landing	The Hannibal is now in the troposphere - landing zone in sight.	汉尼拔号已进入对流层——着陆区已在视野内。	sndshd
str_380127	vo_1_2_10_45_3	mcc_landing	We copy that.	我们收到。	sndshd
str_380128	vo_1_2_10_45_5	mcc_landing	Our pleasure.	乐意效劳。	sndshd
str_380129	vo_1_2_10_60_1	mcc_landing	The U.S.S. Hannibal has landed. I repeat, the Hannibal has landed. Welcome aboard, Marines.	汉尼拔号已着陆。重复，汉尼拔号已着陆。欢迎登舰，陆战队员们。	sndshd
str_380130	vo_1_2_9_20_3	mcc_landing	Affirmative, Lieutenant. The Hannibal is now in geosynchronous orbit and beginning descent.	明白，中尉。汉尼拔号已进入同步轨道，开始下降。	sndshd
str_380131	vo_1_2_9_40_3	mcc_landing	Yes, sir	是，长官。	sndshd
str_380132	vo_1_2_9_66_1	mcc_landing	Clear the cannon for detonation!	清空炮位区域，准备引爆！	sndshd
str_380133	vo_1_2_9_68_2	mcc_landing	Woo! Ha, haaa! Do I love my job!	哇喔！哈，哈哈！我太爱这份工作了！	sndshd
str_380134	vo_2_1_1_67_3	medlabs	Anderson, this is Lt.Voss. Things are looking seriously fubared. Rendezvous back with us at the medlab storage facility - we'll head to the primary extraction point.	Anderson，我是 Voss 中尉。情况看起来已经烂得一塌糊涂。回医疗实验室储藏区与我们会合——我们随后前往主撤离点。	sndshd
str_380135	vo_2_1_2_220_1	medlabs	All right, Marines, haul ass. The clock is ticking and this is one flight we don�t wanna miss.	好了，陆战队员们，都给我跑起来。时间紧迫，这趟航班我们可误不起。	sndshd
str_380136	vo_2_1_2_300_1	medlabs	This is command HQ to all units. A full retreat has been ordered. All squads are to meet at Waste Facility for immediate evac.	指挥部呼叫所有单位。全面撤退命令已下达。所有小队立即前往废料处理厂集合，马上撤离。	sndshd
str_380137	vo_3_1_20_100_1	network1	Corporal Kane, I am very busy so I will make this brief.	Kane 下士，我很忙，所以长话短说。	sndshd
str_380138	vo_3_1_20_100_2	network1	This is the time you must deactivate the Core security interface. Once you have completed that objective, you will be taking the teleporter into the Core. There you must destroy the Nexus.	现在你必须解除核心的安全接口。完成该目标后，你将乘传送器进入核心。在那里，你必须摧毁 Nexus。	sndshd
str_380139	vo_3_1_20_100_3	network1	For the moment, concern yourself with getting to the top of this tower. I will step you through the rest of this mission as you go.	眼下，你只需专心登上这座塔的顶端。接下来的任务步骤，我会一路指引你。	sndshd
str_380140	vo_3_1_20_10_1	network1	Private Strauss, it looks like Corporal Kane has arrived.	Strauss 列兵，看来 Kane 下士已经到了。	sndshd
str_380141	vo_3_1_20_60_1	network1	This is Falcon 6 making a run on the Networking Tower. Anti-aircraft is heavy.	这里是猎鹰 6 号，正在向网络塔发起突击。防空火力很猛。	sndshd
str_380142	vo_3_1_20_60_2	network1	I'm hit! Energizers are off line attempting to...	我被击中了！供能器离线，正在尝试……	sndshd
str_380143	vo_3_1_22_10_1	network1	Eagle 10 making our run on the Networking Tower. Damn. The air defenses are strong.	雄鹰 10 号正在向网络塔发起突击。该死，防空火力太强了。	sndshd
str_380144	vo_3_1_22_10_2	network1	I'm hit! I have to abort.	我被击中了！我必须中止行动。	sndshd
str_380145	vo_3_1_22_40_1	network1	Aaaaaaaah! Aaaaaaaaaaaaaaah!	啊——！啊————！	sndshd
str_380146	vo_3_1_22_40_2	network1	Shit. Get a medic up here ASAP! We were trying to demo a door and the charge misfired. Lt.Leonard was hurt.	妈的。赶紧派个医疗兵上来！我们刚才想爆破一扇门，炸药走火了。Leonard 中尉受伤了。	sndshd
str_380147	vo_3_1_22_40_3	network1	A medic has been dispatched.	医疗兵已经派出。	sndshd
str_380148	vo_3_1_22_50_1	network1	Do something!	想想办法啊！	sndshd
str_380149	vo_3_1_22_50_2	network1	It's too late. He's dead.	太迟了。他死了。	sndshd
str_380150	vo_3_1_22_50_3	network1	No, damn it. No.	不，该死的。不。	sndshd
str_380151	vo_3_1_22_50_4	network1	Sorry, I did what I could. But I'm not a medic.	抱歉，我已经尽力了。但我不是医疗兵。	sndshd
str_380152	vo_3_1_22_70_1	network1	No time for grieving. Looks like we've got a fight on our hands.	没时间悲伤了。看来又有一场硬仗要打。	sndshd
str_380153	vo_3_1_24_10_1	network1	Corporal Kane, I have bypassed security for the floor you are on. Take the door that is now opening.	Kane 下士，我已经绕过了你所在楼层的安保系统。走那扇正在打开的门。	sndshd
str_380154	vo_3_1_24_20_1	network1	We don't dare risk landing pods on the roof until the anti-aircraft guns are taken out.	在防空炮被端掉之前，我们不敢冒险往屋顶投放登陆舱。	sndshd
str_380155	vo_3_1_24_30_1	network1	Preparing to make a bombing run on the air defenses.	准备对防空阵地进行一轮轰炸。	sndshd
str_380156	vo_3_1_24_30_2	network1	Roger that. I'm following you in.	收到。我跟在你后面进入。	sndshd
str_380157	vo_3_1_24_30_3	network1	I can barely see the target through all the...	我几乎看不清目标，到处都是……	sndshd
str_380158	vo_3_1_24_30_4	network1	Eagle 12's been hit!	雄鹰 12 号被击中了！	sndshd
str_380159	vo_3_1_24_40_1	network1	Corporal Kane, leave one of your squad in the control room you're passing now.	Kane 下士，留一名队员在你正经过的控制室里。	sndshd
str_380160	vo_3_1_24_42_1	network1	Radar shows something large headed this way.	雷达显示有个大家伙正朝这边过来。	sndshd
str_380161	vo_3_1_24_44_1	network1	We have a visual. The Guardian creature is headed our way. Damn is it fast.	目视确认。那只守护者正朝我们过来。该死，它速度真快。	sndshd
str_380162	vo_3_1_24_50_1	network1	Kane, use the teleporter in front of you now. It will take you to the floor directly below the rooftop. There, you will have access to the security  station.	Kane，马上使用你面前的传送器。它会把你送到天台正下方的楼层。在那里你就能进入安保站。	sndshd
str_380163	vo_3_1_32_30_1	network1	The Guardian has landed on the side of the tower.	守护者已经落在塔的侧面。	sndshd
str_380164	vo_3_1_34_10_1	network2	Ah, the Core security station is finally deactivated. I won't bother asking what took you so long. Quickly make your way to the Core Teleporter.	啊，核心安保站总算解除了。我就不问你怎么磨蹭了这么久了。赶快前往核心传送器。	sndshd
str_380165	vo_3_1_34_20_3	network2	HQ, we have a Marine down at the Core teleporter.	总部，核心传送器这边有一名陆战队员倒下了。	sndshd
str_380166	vo_3_1_34_20_4	network2	Perhaps he should have listened to me rather than trying to play the hero.	也许他当初该听我的，而不是逞英雄。	sndshd
str_380167	vo_3_1_34_20_5	network2	He just wanted to get in there and battle the Strogg.	他只是想冲进去跟 Strogg 干一仗。	sndshd
str_380168	vo_3_1_34_20_6	network2	That proved to be a mistake, didn't it?	事实证明这是个错误，不是吗？	sndshd
str_380169	vo_3_1_34_20_7	network2	Kane, ignore the unfortunate soul laying dead on the ground. Because of your Strogg physiology you will be able to use the teleporter. Go now, it is the only way into the Core, and that houses the Nexus.	Kane，别管地上那个倒霉鬼了。凭你 Strogg 化的身体，你可以使用传送器。快去，这是进入核心区的唯一通道，Nexus 就在里面。	sndshd
str_380170	vo_3_1_34_30_1	network2	Corporal Kane, why do you hesitate to use the teleporter? Trust me when I say it is completely safe for you.	Kane 下士，你还在犹豫什么？相信我，传送器对你来说绝对安全。	sndshd
