id	en	zh	context	status
#str_300056	{puzzled}Well, shit. You're not dead. {happy}Lucky for you Lieutenant Voss was in a hurry to move out. {idle}Rhodes wanted to bury you.	{puzzled}好家伙，你居然没死。{happy}算你走运，Voss 中尉急着出发。{idle}Rhodes 都想把你就地埋了。		review
#str_300057	The L T left orders that everyone's supposed to hook up with the squad ASAP.	中尉留了命令，所有人必须尽快归队。	airdefense @ airdefense	review
#str_300058	Just go through those doors, you'll run into them eventually.	穿过那几道门一直走，总能碰上他们。	airdefense @ airdefense	review
#str_300059	This landing's been a complete shit storm. Lots of squads were killed in flight and thousands of men missed their drop zones.	这次登陆简直是一场彻头彻尾的灾难。好多小队还没落地就全灭了，几千号人错过了空降区。		review
#str_300060	Transmissions are being jammed. I can't get in touch with H Q and even nearby signals are garbled.	通讯被干扰了。联系不上总部，连附近的信号都是乱码。	airdefense @ airdefense	review
#str_300061	You better move out and rendezvous with Rhino Squad.	你最好赶紧出发，去和犀牛小队会合。	airdefense @ airdefense	review
#str_300062	{furrow}It's hard enough working with all this interference. I don't need you hanging over my shoulder.	{furrow}这么强的干扰已经够我受的了，用不着你还在旁边盯着我干活。		review
#str_300063	{furrow}Lieutenant Voss is gonna have your ass in a sling if you don't find Rhino Squad right now.	{furrow}你再不去找犀牛小队，Voss 中尉非扒了你的皮不可。		review
#str_300064	My arm! Where's my arm?	我的胳膊！我的胳膊哪儿去了？		review
#str_300065	Medic! Meeediiiic!	医疗兵！医——疗——兵——！		review
#str_300066	Heeelp! I need a medic!	救命！我需要医疗兵！		review
#str_300067	Huuuuuuh, cough.	（受伤音）		done
#str_300068	Huuuuuuh, aaaahh, huuuuuuh aaahh.	呼……啊……呼……啊……		review
#str_300069	Cough... cough, cough.	（受伤音）		done
#str_300070	This is Sargent Miller. I'm takin' Badger Squad in to clear out the facility.	我是 Miller 中士。我这就带猛獾小队进去清剿这处设施。		review
#str_300071	Mayday! Mayday! This is the U.S.S. Patton. We have sustained heavy damage...	求救！求救！这里是巴顿号。我舰受创严重……	airdefense @ airdefense	review
#str_300072	... aircraft loss of 65 percent. We're taking a lot of heat from the air defense cannon. Ground based troops...	……战机损失 65%。防空炮的火力压得我们抬不起头。地面部队……		review
#str_300073	We were dropped in the wrong freakin' zone! There's Strogg everywhere!! Get me outta here!!!	我们他妈投错空降区了！到处都是 Strogg！！快把我弄出去！！！	airdefense @ airdefense	review
#str_300074	Let me go! LET ME GO!!!	放开我！放开我！！！	airdefense @ airdefense	review
#str_300075	No! NOOOOOOO!!!	不！不——！！！	airdefense @ airdefense	review
#str_300076	Behind you!	小心背后！	marine_1 @ ai	review
#str_300077	H Q, we can't advance. Dust is clogging the intakes of the hover tanks.	总部，我们无法推进。沙尘堵住了悬浮坦克的进气口。	airdefense @ airdefense	review
#str_300078	We're being overrun! Launch an air strike on my position now!	我们被冲垮了！立刻对我的位置发动空袭！	airdefense @ airdefense	review
#str_300079	We're a lost cause! Do not attempt to evac us.	我们没救了！不要再来撤离我们。	airdefense @ airdefense	review
#str_300080	Kane, this is sargent Miller. What's the hold up? Get back here with a medic!	Kane，我是 Miller 中士。磨蹭什么呢？赶紧带医疗兵回来！		review
#str_300081	Corporal Kane, this is Miller! I need that medic now!	Kane 下士，我是 Miller！我现在就要医疗兵！		review
#str_300082	Where are you, Kane? We need that medic!	你在哪儿，Kane？我们等着医疗兵救命呢！		review
#str_300083	{confused}There's a marine down? {idle}Yeah, I can go. Lead the way.	{confused}有陆战队员倒下了？{idle}行，我可以去。带路吧。		review
#str_300084	{furrow}Let's not lose focus here. Get me to that injured man.	{furrow}别分心了，带我去伤员那儿。		review
#str_300085	{furrow}We can't afford to waste time. Show me where the injured man is.	{furrow}时间耽误不起，带我去看伤员。		review
#str_300086	Morris, this is Lt.Voss. Move to the location I'm uploading now.	Morris，我是 Voss 中尉。前往我正在上传的坐标。		review
#str_300087	Yes, sir. Give me a couple minutes to pack up. Morris, out. Finally, a chance for some action.	是，长官。给我几分钟收拾装备。Morris 完毕。终于有仗打了。		review
#str_300088	{pain}So many lives wasted...	{pain}这么多人白白送了命……		review
#str_300089	Finally, a medic.	可算来了个医疗兵。	airdefense @ airdefense	review
#str_300090	My legs... they're numb.	我的腿……没知觉了。	airdefense @ airdefense	review
#str_300091	Don't worry. You aren't missing out on the fun today. Here.	别担心，今天的热闹少不了你的份。来。		review
#str_300092	I gave him a medpack and sedated him, but in ten minutes he'll be up and ready to fight the Strogg.	我给他用了医疗包，还打了镇静剂。不过十分钟后他就能爬起来接着打 Strogg 了。		review
#str_300093	Thanks, son. Kane, you're free to go now. Take that door and it'll get you to your squad.	谢了，小伙子。Kane，你可以走了。从那扇门过去，就能找到你的小队。		review
#str_300094	{happy}Ah, so you did survive. Ha, ha! I won the bet with Rhodes.	{happy}啊，你果然活下来了。哈哈！我赢了和 Rhodes 打的赌。		review
#str_300095	We were not properly introduced. I am Alejandro Cortez, Rhino squad's sharp shooter. Lieutenant Voss stationed me here to guard the flank. But you are to proceed that way and rendezvous with the rest of our squad.	还没正式介绍过。我是 Alejandro Cortez，犀牛小队的神枪手。Voss 中尉派我在这儿守侧翼。你呢，从那边过去，和小队其他人会合。		review
#str_300096	Kane, this is Sergeant Bidwell. Rendezvous with Rhino squad A S A P. Follow the trenches that start just outside.	Kane，我是 Bidwell 中士。尽快和犀牛小队会合。沿着外面那条战壕走。		review
#str_300097	Kane! This is sargent Bidwell. We need you here ASAP. We've gotta bring the air defense cannon down.	Kane！我是 Bidwell 中士。马上过来，我们得把防空炮干掉。		review
#str_300098	What's the hold up, Kane? Find us immediately.	磨蹭什么呢，Kane？立刻来找我们。	airdefense @ airdefense	review
#str_300099	Kane, this is sargent Bidwell. Stop pissin'around and hook up with us.	Kane，我是 Bidwell 中士。别瞎晃悠了，赶紧归队。		review
#str_300100	Kane, this is Bidwell. Don't make me come lookin' for you.	Kane，我是 Bidwell。别逼我亲自去找你。	airdefense @ airdefense	review
#str_300101	I gotta stay here in case the Lieutenant needs us.	我得守在这儿，中尉随时可能要用我们。		review
#str_300102	No can do, partner. The L T gave orders for me to stay put.	不行啊，伙计。中尉下令让我在这儿待命。		review
#str_300103	Medic! I need a medic!	医疗兵！我需要医疗兵！	building_b @ building_b	review
#str_300104	Nyet. I cannot go. Rhodes and I are to stay here.	Nyet，不行。我走不开，我和 Rhodes 得守在这儿。		review
#str_300105	No, thank you. I must remain here.	不了，谢谢。我必须留在这里。		review
#str_300106	What are we waiting for? Let's find those hangars!	还等什么？我们去找机库！		review
#str_300107	Kane, trust me. You don't wanna see lieutenant Voss mad. Let's follow his orders.	Kane，信我一句，你可不想见识 Voss 中尉发火的样子。照他的命令办吧。		review
#str_300108	{furrow}Enough foolin' around, Kane. Let's haul ass.	{furrow}别瞎混了，Kane。赶紧开拔！		review
#str_300109	Was I hit? You see any blood? It's a freakin' meat grinder out there!	我中弹了吗？看到血没有？外面简直就是台绞肉机！		review
#str_300110	Sure, I'll follow you. Safety in numbers, right?	行，我跟你走。人多安全，对吧？		review
#str_300111	Okay, I'll stay here and keep this area secure.	好，我留在这儿守住这片区域。		review
#str_300112	Walker Squad Bison, advance. Fire at will.	野牛机甲小队，前进。自由开火。	airdefense @ airdefense	review
#str_300113	Come on! Come on!!	来啊！来啊！！	airdefense @ airdefense	review
#str_300114	Damn, that was close!	妈的，好险！	airdefense @ airdefense	review
#str_300115	Yeah! Got ya!!	爽！干掉你了！！	airdefense @ airdefense	review
#str_300116	Eat it!	吃我一发！	airdefense @ airdefense	review
#str_300117	That the best you got, freak?	就这点本事吗，怪胎？	airdefense @ airdefense	review
#str_300118	I've got orders to stay here.	我奉命守在这里。	airdefense @ airdefense	review
#str_300119	You go on. I can't leave my post.	你先走吧，我不能离开岗位。	airdefense @ airdefense	review
#str_300120	Look, buddy, I'm not leaving this position. So get lost!	听着，伙计，我是不会离开这个位置的。一边儿去！	airdefense @ airdefense	review
#str_300121	The trench!! Finally I've made it!!!	战壕！！我总算到了！！！		review
#str_300122	Didn't see that comin' did ya?	没料到这招吧？	airdefense @ airdefense	review
#str_300123	C'mon, show yourself!	来啊，有种出来！	airdefense @ airdefense	review
#str_300124	Oh yeah	哦耶	anderson @ ai	review
#str_300125	Choke it down, squib!	给我咽下去，杂碎！	airdefense @ airdefense	review
#str_300126	Oh, somebody's gettin' brave.	哟，有人胆子肥了。	airdefense @ airdefense	review
#str_300127	Did ya hear the U.S.S. Patton went down?	听说了吗？巴顿号坠毁了。	airdefense @ airdefense	review
#str_300128	She flew through a minefield and got her starboard side ripped open.	它闯进了雷区，右舷整个被撕开了。	airdefense @ airdefense	review
#str_300129	There were twenty two hundred crewmen on board the Patton...	巴顿号上可是有两千二百名船员啊……		review
#str_300130	We're having no luck making a run on the air defense cannon. Strogg fliers are protecting it.	我们冲防空炮冲了几次都没成。Strogg 的飞行器护着它。		review
#str_300131	{puzzled}So you are alive. {furrow}Damn, Cortez won the bet.	{puzzled}你还真活着。{furrow}该死，赌是 Cortez 赢了。		review
#str_300132	{puzzled}What have I missed?	{puzzled}我错过什么了？		review
#str_300133	We're just getting started. We've gotta take out that air defense cannon but the Strogg fliers are keeping us pinned us down. There's no way to...	好戏才刚开场。我们得干掉那门防空炮，可 Strogg 的飞行器把我们压得死死的。根本没办法……	airdefense @ airdefense	review
#str_300134	Sargent Bidwell, this is Voss. I think I've found a way to get at that cannon. Can you reach Kane?	Bidwell 中士，我是 Voss。我好像找到接近那门炮的路子了。你能联系上 Kane 吗？		review
#str_300135	He's right here, sir.	他就在我旁边，长官。	airdefense @ airdefense	review
#str_300136	Good. Kane, go to the Strogg hangars. Viper squad will rendezvous with you there. If you can take out the launching bays, the fliers won't be a problem. Voss out.	很好。Kane，前往 Strogg 机库，毒蛇小队会在那儿和你会合。只要端掉发射舱，飞行器就不足为惧了。Voss 完毕。	airdefense @ airdefense	review
#str_300137	{furrow}You heard the man, Kane. Get to the hangars. Morris, you're with him. Move out!	{furrow}都听见了吧，Kane。去机库。Morris，你跟他一起。出发！		review
#str_300138	{furrow}Marine, what are you waiting for? Get to the Strogg hangars.	{furrow}大兵，还愣着干什么？去 Strogg 机库。		review
#str_300139	{furrow}You heard the Lieutenant. Move out and find those hangars!	{furrow}中尉的命令你也听到了。出发，去找机库！		review
#str_300140	{furrow}Kane! Lieutenant Voss gave you an order! Get to those hangars now!	{furrow}Kane！Voss 中尉给你下了命令！立刻去机库！		review
#str_300141	Hey! Hey you!	嘿！嘿，说你呢！		review
#str_300142	Got any extra rounds? I...aaaahhhhhh!	有多余的弹药吗？我……啊——！		review
#str_300143	Stay right there, Marine. I'll patch you up.	待在那儿别动，大兵。我来给你包扎。	anderson @ ai	review
#str_300144	Here. You'll be healthy in no time.	来。马上就让你生龙活虎。	anderson @ ai	review
#str_300145	Stay put for a minute and I'll heal you up.	稍微待一会儿别动，我给你治伤。	anderson @ ai	review
#str_300146	Armadillo Squad, you have to flank left. Flank left, damn it!	犰狳小队，从左翼包抄。左翼，妈的！	airdefense @ airdefense	review
#str_300147	Aaaah! My leg...! I need a medic! Meedic!	啊——！我的腿……！我需要医疗兵！医疗兵！		review
#str_300148	Hold tight, Marine. We have your location and help is on the way. 	撑住，大兵。我们已锁定你的位置，救援马上就到。	airdefense @ airdefense	review
#str_300149	H Q, we're in the bunker now. All is quiet.	总部，我们已进入地堡。一切平静。		review
#str_300150	We copy. See if you can...	收到。看看你们能不能……	airdefense @ airdefense	review
#str_300151	We got movement!	有动静！	building_b @ building_b	review
#str_300152	Where? Where, dammit!	哪儿？妈的，到底在哪儿！		review
#str_300153	Behind us! Right behind us!	在我们后面！就在正后方！		review
#str_300154	It's a trap. Do not send another squad. I repeat, do not send...	这是陷阱。不要再派小队来。重复，不要再派……		review
#str_300155	H Q, this is Viper squad. we're pinned down and request backup.	总部，这里是毒蛇小队。我们被火力压制，请求支援。		review
#str_300156	This is H Q, Viper squad. Sting Ray squad has been notified. E T A ten minutes.	这里是总部，毒蛇小队。已通知黄貂鱼小队，预计十分钟后到达。		review
#str_300157	H Q, the Strogg bunker has been tagged with laser.	总部，已用激光标记 Strogg 地堡。		review
#str_300158	Orbital artillery has just been informed. Bombardment to commence in three...two...one.	轨道炮兵已接到通知。轰炸倒计时：三……二……一。		review
#str_300159	They did it, H Q! Target has been neutralized!	他们成功了，总部！目标已被摧毁！		review
#str_300160	Walker squad Bison has landed and is fully deployed.	野牛机甲小队已着陆，全员部署完毕。		review
#str_300161	Comm uplink has been established and systems are in the green. Proceed to your first target Bison squad.	通讯链路已建立，各系统一切正常。野牛小队，前往你们的第一个目标。	airdefense @ airdefense	review
#str_300162	Roget that, H Q. Bison, advance!	收到，总部。野牛小队，前进！		review
#str_300163	Come on, you sons of bitches! You want a belly full of plasma? Step right up!	来啊，狗娘养的！想尝尝一肚子等离子的滋味吗？尽管上！		review
#str_300164	Viper squad, this is H Q. Sting Ray squad is M I A and unresponsive. Fall back to rally point alpha niner four.	毒蛇小队，这里是总部。黄貂鱼小队失踪，无法取得联系。后撤至 Alpha 94 集结点。		review
#str_300165	We'll try, H Q. But this zone is pretty hot. Give us an artillery strike nearby. Fire for effect.	我们尽力，总部。但这片区域交火太激烈了。请在附近来一轮炮击，效力射。		review
#str_300166	We copy that. Strike to occur in thirty seconds.	收到。炮击将于三十秒后开始。		review
#str_300167	Armadillo squad, it worked! The Strogg are trapped in the trench now! They aint goin nowhere!	犰狳小队，成了！Strogg 被困在战壕里了！它们哪儿也去不了！		review
#str_300168	We copy that, Cougar squad! It's like shottin fish in a barrel!	收到，美洲狮小队！这简直是瓮中捉鳖！		review
#str_300169	H Q, this is Bison Squad. Our primary target has been nullified. If possible, we'd like to aid the infantry now.	总部，这里是野牛小队。首要目标已被清除。如果可以，我们想立即支援步兵。		review
#str_300170	We copy that, bison squad. You are cleared to aid the foot soldiers.	收到，野牛小队。批准你们支援步兵。	airdefense @ airdefense	review
#str_300171	Thanks, H Q. All right, boys. Time ta kick the shit outta some Strogg. Let's move!	多谢，总部。好了，弟兄们，该去把 Strogg 揍出屎来了。行动！		review
#str_300172	Freaks are streaming over the sides of the trenches! We cant hold em off. Fuck, there's hundreds of em! They just keep comin!	怪胎们从战壕两侧涌进来了！我们挡不住了。操，有好几百个！它们还在源源不断地冲！		review
#str_300173	The L T is dead! A squib tore his head off! H Q, what do we do? Help!	中尉阵亡了！一个杂碎把他的头拧了下来！总部，我们怎么办？救命！		review
#str_300174	Bison Walker squad has been informed of your status.	已将你们的状况通报野牛机甲小队。		review
#str_300175	Don't you get it? We're toast, H Q! There's no way...	你们还不明白吗？我们完蛋了，总部！根本不可能……		review
#str_300176	Holy shit! they're here already! The Walker squad made it!	我操！他们这就到了！机甲小队赶到了！		review
#str_300177	H Q, this is Bison Squad. The situation is under control.	总部，这里是野牛小队。局势已在掌控之中。	airdefense @ airdefense	review
#str_300178	Roger that, Bison squad.	收到，野牛小队。		review
#str_300179	Yeee haa! Good job, men! We nailed their Strogg asses good!	呀哈！干得漂亮，弟兄们！把这帮 Strogg 揍得屁滚尿流！		review
#str_300180	Marine, switch to another frequency for inter squad communications.	陆战队员，小队内部通讯请切换到其他频率。		review
#str_300181	Oh, sorry about that, sweetheart. It won't happen again.	哦，抱歉啦，小甜心。下不为例。		review
#str_300182	H Q, this is Viper squad. We have arrived at the rally point.	总部，这里是毒蛇小队。我们已抵达集结点。		review
#str_300183	Well done. Wait there for further orders.	干得好。在原地等待进一步命令。	airdefense @ airdefense	review
#str_300184	Holy crap! The fliers are chewing us up! H Q, we need help!	我的天！飞行器快把我们撕碎了！总部，请求支援！		review
#str_300185	We have been informed of the situation. A strategy is being formulated. H Q, out.	情况已了解。正在制定对策。总部，完毕。		review
#str_300186	H Q, H Q, this is Cougar Squad. Were havin no luck getting to the Air Defense Cannon.	总部，总部，这里是美洲狮小队。我们怎么也接近不了防空炮。		review
#str_300187	It is imperative you succeed, Cougar Squad.	美洲狮小队，你们务必成功。		review
#str_300188	There's too many damn fliers. They aren't letting us anywhere near the cannon.	该死的飞行器太多了，根本不让我们靠近那门炮。		review
#str_300189	H Q, this is Cougar Squad. You've gotta do something about the Strogg air support. Those fliers are stopping us from getting to the Air Defense Cannon.	总部，这里是美洲狮小队。你们得想办法解决 Strogg 的空中支援。那些飞行器拦着，我们根本到不了防空炮那儿。		review
#str_300190	I copy that, Cougar Squad. Options are being considered. H Q, out.	收到，美洲狮小队。正在研究方案。总部，完毕。		review
#str_300191	Yes sir!	是，长官！	hangar_2 @ hangar_2	review
#str_300192	{furrow}We need to get a cutting torch up here or we're gonna get slaughtered!	{furrow}赶紧弄一把切割枪上来，不然我们都得死在这儿！		review
#str_300193	{furrow}Hey, the torch is here!	{furrow}嘿，切割枪到了！		review
#str_300194	Hang on, helps comin. {scared}Medic, I need a MEDIC!	撑住，救援就来。{scared}医疗兵，快来医疗兵！		review
#str_300195	{scared}Seal it!  Seal the damn window, NOW!	{scared}封上！把那扇该死的窗户封上，快！		review
#str_300196	{confused}Where the hell did that come from?	{confused}那玩意儿到底是从哪儿冒出来的？		review
#str_300197	I got no idea!	我哪儿知道！		review
#str_300198	{scared}Shit!  {furrow}You almost got your fucking head ventilated.  Marines take your positions, we got company!	{scared}妈的！{furrow}你脑袋差点被打出个窟窿。陆战队员们，各就各位，有敌人来了！		review
#str_300199	Scanner's clean.  Whatever it is, it's gone.	扫描仪没信号。不管那是什么，已经走了。		review
#str_300200	Hey!  HEY!  Turn on your freaking comlink!	嘿！嘿！把你那该死的通讯器打开！		review
#str_300201	There's your objective, get in there and deactive the defense grid!	目标就在那儿，进去关掉防御网！		review
#str_300202	Primary lock is cut.  Secondary lock is cut.  Cutting final interlock.  Done.  Hold up a second, let Jones check it out.	主锁已切开。副锁已切开。正在切最后一道联锁。搞定。稍等，让 Jones 先去查看。		review
#str_300203	Hey. Good job. The defense grid is down. We've got...	嘿，干得好。防御网瘫痪了。我们已经……		review
#str_300204	{confused}What the hell?  {scared}They got the main power!	{confused}搞什么鬼？{scared}它们把主电源弄断了！		review
#str_300205	{furrow}Quiet!  Keep your eyes open!	{furrow}安静！都睁大眼睛！		review
#str_300206	They could be anywhere!	它们可能藏在任何地方！		review
#str_300207	{confused}Who's got a scanner?	{confused}谁带了扫描仪？		review
#str_300208	Gimme a second!	等我一下！	building_b @ building_b	review
#str_300209	Scanner reads clear.  Whatever happened is already done.	扫描显示安全。不管刚才发生了什么，都已经结束了。		review
#str_300210	Medic! Medic! Where's the damn medic?	医疗兵！医疗兵！该死的医疗兵在哪儿？	building_b @ building_b	review
#str_300211	Get your shit wired, Marines! I want this perimeter secured now!	都给我打起精神来，陆战队员们！立刻把警戒线布好！	building_b @ building_b	review
#str_300212	Uplink established with H Q.	已与总部建立链路。	building_b @ building_b	review
#str_300213	The Strogg do some seriously weird shit to prisoners.	Strogg 对俘虏干的那些事，真是变态到家了。	building_b @ building_b	review
#str_300214	Yeah, {puzzled}like what?	是吗，{puzzled}比如说？		review
#str_300215	They remove different organs just to see how long a human can last without em.	它们把人的器官一个个摘掉，就为了看人没了器官还能撑多久。	building_b @ building_b	review
#str_300216	Hey, buddy! Whats the word? Has the perimeter been secured?	嘿，伙计！有什么消息？警戒线布好了吗？		review
#str_300217	What the hell? They got to main power!	搞什么鬼？它们把主电源弄断了！	building_b @ building_b	review
#str_300218	Quiet! Keep your eyes open.	安静！睁大眼睛。	building_b @ building_b	review
#str_300219	Watch the ceilings.	注意天花板。	building_b @ building_b	review
#str_300220	Whos got a scanner?	谁带了扫描仪？	building_b @ building_b	review
#str_300221	Gimmee a second.	等我一下。		review
#str_300222	Scanner reads clear. Theyre gone.	扫描显示安全。它们走了。	building_b @ building_b	review
#str_300223	H Q, this is Fox Squad in sector six A. We have engaged the Strogg.	总部，这里是狐狸小队，位于 6A 区。我们已与 Strogg 交火。		review
#str_300224	Do you require assistance?	需要支援吗？	building_b @ building_b	review
#str_300225	Affirmative. Send an additional squad immediately.	需要。请立即增派一个小队。	building_b @ building_b	review
#str_300226	H Q, H Q, our squads pinned down and meeting heavy resistance. Weve run out of... aaaah!	总部，总部，我队被火力压制，遭遇顽强抵抗。我们的弹药已经……啊——！	building_b @ building_b	review
#str_300227	Sarge. We got movement at bearing 2 2 1. I count six signals.	中士，方位 221 有动静。我数到六个信号。	building_b @ building_b	review
#str_300228	I want a straight V formation. Holtz, you take point.	摆一个标准 V 字队形。Holtz，你打头。	building_b @ building_b	review
#str_300229	Got it.	明白。	building_b @ building_b	review
#str_300230	Dont bunch up and remember to check the ceilings.	别扎堆，记得留意天花板。	building_b @ building_b	review
#str_300231	Destroyer, U S S Madison, has achieved sub orbital position. Com links established with primary tactical operation H Q. All company commanders transmit sit reps immediately.	驱逐舰麦迪逊号已进入亚轨道位置。已与主战术指挥总部建立通讯链路。各连指挥官立即上报战况。		review
#str_300232	H Q, we have engaged the Strogg.	总部，我们已与 Strogg 交火。	building_b @ building_b	review
#str_300233	Roger that. We read you at sector twenty five L.	收到。定位显示你们在 25L 区。		review
#str_300234	Affirmative, H Q. Were meeting heavy resistance.	确认，总部。我们遭遇顽强抵抗。	building_b @ building_b	review
#str_300235	Watch the left flank!	注意左翼！	building_b @ building_b	review
#str_300236	Over here!	在这边！	building_b @ building_b	review
#str_300237	Throw a charge!	扔炸药！	building_b @ building_b	review
#str_300238	Get down!	卧倒！	building_b @ building_b	review
